genes	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
zgc:109986	2	3.18049161434875e-08	-1.01783152972674	0.083	0.178	0.000754221781426662
lrwd1	2	3.20015854144331e-08	-1.11078438319399	0.081	0.174	0.000758885596517867
cnot11	2	3.30040514227477e-08	-1.15124716204662	0.077	0.168	0.00078265807543904
TUBB4B	2	3.32691383401123e-08	-1.5792255593095	0.051	0.129	0.000788944346597423
psmb12	2	3.40426890210637e-08	-1.3246527322239	0.053	0.132	0.000807288327445504
si:ch211-216l23.2	2	3.4134356527028e-08	-1.04336662183388	0.093	0.191	0.000809462130681941
kank4	2	3.42097491172897e-08	1.84527226921841	0.118	0.034	0.000811249990567408
si:dkey-177p2.6	2	3.44099841047229e-08	1.17519315485931	0.227	0.115	0.0008159983630594
si:dkeyp-68b7.12	2	3.52642107082883e-08	-0.38921559701633	0.425	0.592	0.000836255492736348
glyr1	2	3.58682587090588e-08	-0.542244167296525	0.273	0.416	0.000850579887026621
dennd6aa	2	3.61091241459257e-08	1.96074948663835	0.106	0.026	0.000856291769996483
rab32a	2	3.69666310451939e-08	-0.929661175146812	0.116	0.221	0.000876626688605728
adam10a	2	3.69869418354504e-08	0.697101820416623	0.431	0.301	0.00087710833868587
pop4	2	3.71368149331294e-08	-0.780332216000088	0.155	0.272	0.000880662429324232
vgll4b	2	3.74383221735967e-08	0.992326146691731	0.242	0.125	0.000887812372024673
rnf20	2	3.83017211584421e-08	-0.767819604686539	0.174	0.293	0.000908287015551295
mpped2	2	3.87264659170559e-08	-1.26575904317033	0.059	0.142	0.000918359412757065
scinlb	2	3.91523493429179e-08	-1.21116749998876	0.128	0.234	0.000928458812317954
pxk	2	3.92070576348993e-08	1.51922806585882	0.166	0.068	0.000929756164754002
actn4	2	3.99310116835701e-08	1.14111113523712	0.222	0.11	0.000946924011064181
si:ch211-194k22.8	2	3.99745712109219e-08	0.772376085716442	0.406	0.276	0.000947956981695802
ascc1	2	4.01006325543887e-08	1.19386978618983	0.429	0.314	0.000950946400394773
bysl	2	4.01034261377758e-08	-0.319538600527256	0.776	0.849	0.000951012647431214
terf1	2	4.0229080459241e-08	-1.09484283932497	0.08	0.172	0.000953992414010441
tex261	2	4.05510468260227e-08	-1.29449076171365	0.052	0.13	0.000961627524432303
csnk1a1	2	4.07273382665188e-08	0.463974981764801	0.695	0.599	0.000965808099652227
sypl2b	2	4.07811864614552e-08	-0.488566091622978	0.37	0.51	0.000967085055746949
eif4ba	2	4.10928350384593e-08	-1.05875867225086	0.094	0.191	0.000974475490102023
rbm14a	2	4.17888814873795e-08	-0.744656484396091	0.198	0.321	0.000990981535591717
si:dkeyp-27c8.2	2	4.18496915761921e-08	-1.11030452453635	0.128	0.233	0.00099242358603782
ddx46	2	4.20615715958005e-08	-0.572859720380053	0.278	0.418	0.000997448108822813
cenps	2	4.29664915257645e-08	-1.3466790385539	0.047	0.123	0.00101890738004198
scarb2a	2	4.35277734232097e-08	0.759923480855682	0.435	0.306	0.001032217618958
sele	2	4.43883235646011e-08	2.06922520454248	0.125	0.04	0.00105262470501095
dhodh	2	4.83875271384516e-08	-0.795628403096599	0.152	0.267	0.00114746181856124
mpp6a	2	4.85769384911118e-08	-0.852699193331928	0.141	0.251	0.00115195351937823
si:dkey-188i13.7	2	4.97477634964815e-08	-0.934244899453769	0.217	0.333	0.00117971846355556
ppargc1b	2	5.0617628042799e-08	0.699475538668994	0.419	0.291	0.00120034643140694
slc38a4	2	5.07542162344687e-08	1.56555912223799	0.137	0.047	0.00120358548378419
itpr3	2	5.09850880739178e-08	1.47726830378308	0.163	0.066	0.00120906037858489
CIR1	2	5.21025106929351e-08	-1.24041619505587	0.061	0.144	0.00123555893857226
zc3h15	2	5.34478368381963e-08	-0.389747760445783	0.47	0.622	0.00126746200278099
diabloa	2	5.35085000972612e-08	-0.543994548030294	0.145	0.259	0.00126890057130645
tial1	2	5.39092670241776e-08	1.17947869388421	0.201	0.095	0.00127840435821135
eef1akmt2	2	5.43580907550224e-08	-0.718931671335944	0.2	0.323	0.0012890477641646
mrpl15	2	5.50637909272952e-08	-0.619578860456026	0.292	0.422	0.00130578273804988
tbc1d10aa	2	5.52059351320353e-08	1.15735257814943	0.19	0.085	0.00130915354572109
hephl1a	2	5.60444438883951e-08	-0.856709613731083	0.159	0.272	0.0013290379423694
idh3b	2	5.6149353926882e-08	-0.585140455947346	0.319	0.45	0.00133152577902208
nrarpb	2	5.72973021521432e-08	1.13333691223949	0.229	0.117	0.00135874822323592
larp7	2	5.9566758241797e-08	-0.905863098083947	0.142	0.251	0.00141256610494597
safb	2	5.95708521320838e-08	0.380710864556479	0.726	0.605	0.00141266318746024
ing4	2	5.98635712261758e-08	-0.719916558192415	0.165	0.284	0.00141960472805753
ubr4	2	6.15911580736774e-08	1.44307511571299	0.144	0.053	0.00146057272255919
chmp6b	2	6.32759328946225e-08	-0.589557125410738	0.222	0.353	0.00150052547266308
slc38a5a	2	6.37720421475683e-08	0.804630284721068	0.409	0.287	0.00151229020748744
si:ch1073-296i8.2	2	6.4225005551709e-08	-1.01554867769412	0.098	0.195	0.00152303178165323
si:dkey-172h23.2	2	6.53469354857124e-08	1.2118694134395	0.289	0.176	0.00154963722810818
ccl38.6	2	6.66618705334819e-08	0.56843206385959	0.268	0.147	0.00158081959783099
si:dkey-251i10.3	2	6.88732569578409e-08	-0.370218595360529	0.579	0.696	0.00163326041549824
surf6	2	6.98210894916574e-08	-0.782847813918871	0.17	0.285	0.00165573731620516
uck2b	2	6.98316206808269e-08	-0.351186661838864	0.525	0.664	0.00165598705282513
zbtb11	2	7.21781270277932e-08	1.23526463905093	0.185	0.083	0.00171163210433709
tut1	2	7.26168051420243e-08	-1.40233209604577	0.043	0.115	0.00172203491713797
mtor	2	7.36697379876819e-08	1.10507865219798	0.214	0.106	0.00174700416663989
uqcrc2a	2	7.40186024634406e-08	-0.305212851400211	0.685	0.798	0.00175527713881803
ep400	2	7.4995955616266e-08	1.73803253599204	0.115	0.034	0.00177845409148413
bbip1	2	7.56068505109827e-08	-1.08518679752851	0.089	0.181	0.00179294085301744
wdhd1	2	7.58253014925501e-08	-1.21422874253025	0.066	0.149	0.00179812119959433
ggps1	2	7.59552554982584e-08	1.17312519806288	0.193	0.089	0.0018012029288857
kri1	2	7.64367292836599e-08	-0.444789810569991	0.467	0.599	0.00181262059823271
ap1m1	2	8.02951246494e-08	-0.627085955704406	0.252	0.382	0.00190411858593587
wdr83	2	8.19034135978659e-08	-1.3246527322239	0.047	0.121	0.00194225755005979
slc25a40	2	8.19831571825079e-08	-1.41776213661538	0.046	0.119	0.00194414858942599
ttc27	2	8.3329397997602e-08	-0.663454645675656	0.241	0.365	0.00197607334411513
ehmt1a	2	8.44786530824417e-08	-1.0610232779012	0.088	0.18	0.00200332677919702
calm3a.1	2	8.7009668620498e-08	-1.22511705867298	0.069	0.153	0.00206334728166649
utp15	2	8.75505173137882e-08	-0.533955154119902	0.375	0.503	0.00207617296757917
fmnl1a	2	8.89822079578275e-08	-0.411774066775782	0.502	0.648	0.00211012407951192
dpp9	2	9.08999710155738e-08	-0.711675855333145	0.181	0.301	0.00215560191266332
dhx9	2	9.14499600013664e-08	1.1347788864134	0.194	0.091	0.0021686443514724
ppp1r11	2	9.37430432746771e-08	-1.40990001884241	0.042	0.112	0.00222302252821569
ap3s2	2	9.57302572774052e-08	-0.848214688280911	0.112	0.214	0.00227014732107639
cryl1	2	9.60646834431923e-08	-0.845183360350056	0.127	0.233	0.00227807790317186
utp3	2	9.6553761036798e-08	-0.449721878012925	0.444	0.588	0.00228967588922663
cndp2	2	9.67792887974773e-08	-0.557200216526313	0.103	0.204	0.00229502405454338
zgc:153405	2	9.90357991787288e-08	1.75626726315967	0.123	0.04	0.00234853494172437
chmp3	2	9.90860937934706e-08	-0.934553134694956	0.111	0.212	0.00234972762821836
ppig	2	9.91611770355112e-08	-0.431308668453327	0.456	0.586	0.00235150815222011
arid1aa	2	1.01027598472889e-07	0.767561030029697	0.309	0.185	0.00239576847018609
gcnt4a	2	1.04219981230635e-07	0.534812517191884	0.415	0.285	0.00247147263490328
zgc:55943	2	1.05518400358783e-07	-1.2614589057367	0.05	0.125	0.00250226334610818
nipbla	2	1.06410760033587e-07	1.13828767219054	0.209	0.104	0.00252342476343648
naga	2	1.07205746690404e-07	-0.874209896813856	0.094	0.191	0.00254227707701623
pclaf	2	1.08076916673724e-07	-0.936272988006699	0.275	0.389	0.0025629360020007
orc5	2	1.08106811991482e-07	-1.10112834139753	0.077	0.164	0.00256364493956601
prkar1ab	2	1.08496425023281e-07	1.07727468472868	0.21	0.104	0.0025728842230021
dram2b	2	1.13709486985563e-07	-0.918893046533065	0.103	0.2	0.00269650677437565
slc35f2	2	1.1483979716994e-07	-1.06743032672435	0.099	0.193	0.00272331095008796
si:dkey-185m8.2	2	1.14994620603973e-07	-0.313360076631051	0.556	0.711	0.00272698243300261
zgc:85789	2	1.15281660335438e-07	-1.03971884481874	0.062	0.144	0.00273378929319458
gstt2	2	1.16572563545905e-07	-1.45910293199628	0.04	0.108	0.00276440177192759
ikzf1	2	1.21693421351501e-07	-0.522360890179749	0.31	0.446	0.0028858377939295
nudt12	2	1.22696428041278e-07	-1.43444087776201	0.04	0.108	0.00290962309457086
poglut1	2	1.25098273390585e-07	-1.34089337323111	0.048	0.121	0.00296658045518434
hyi	2	1.30684519138578e-07	-0.903188963785621	0.117	0.217	0.00309905268685223
cnn3a	2	1.33746592195597e-07	1.38704610333188	0.186	0.087	0.00317166668732639
cs	2	1.34589328384957e-07	-0.61731230716697	0.396	0.499	0.00319165133332088
cwc27	2	1.35093690169413e-07	-0.769839842182445	0.142	0.251	0.00320361176867745
im:7140055	2	1.36171413226993e-07	-1.13702572904813	0.075	0.161	0.00322916889326492
dffa	2	1.37648964020767e-07	-1.03278187119272	0.086	0.176	0.00326420753278847
wdr4	2	1.38425260652788e-07	-0.933461974899422	0.116	0.216	0.00328261663112021
npepl1	2	1.40978819593329e-07	-0.470503598687353	0.457	0.578	0.0033431717278362
rassf2b	2	1.42207813977587e-07	-1.13482817334388	0.06	0.14	0.0033723161006645
cdk12	2	1.47306077092253e-07	0.981954563379708	0.243	0.132	0.0034932163121657
igf2bp2a	2	1.49653175372843e-07	1.76986486656039	0.109	0.032	0.00354887540079159
nsd1a	2	1.52178707201915e-07	0.72555871372987	0.379	0.257	0.00360876586258621
tex10	2	1.52516034825627e-07	-0.801090776166885	0.147	0.255	0.00361676524985492
wdr36	2	1.52584436993813e-07	-0.491039743831604	0.396	0.527	0.00361838733887128
sptan1	2	1.53013714209267e-07	1.25751113514458	0.172	0.076	0.00362856721875855
srprb	2	1.54187355718925e-07	-0.320932846086784	0.624	0.726	0.00365639895351858
pdcd7	2	1.54543680126812e-07	1.39416551523205	0.143	0.055	0.00366484883052721
si:ch211-119e14.1	2	1.56320375662356e-07	-0.475767740050945	0.33	0.467	0.00370698138845711
fbxo7	2	1.57726381901286e-07	-1.24041619505587	0.061	0.14	0.0037403234204071
sumo1	2	1.59137230447441e-07	-0.440089223732643	0.439	0.575	0.00377378028283062
swt1	2	1.6068792296013e-07	1.30393670089752	0.161	0.068	0.00381055340507652
pold3	2	1.62292406164753e-07	-0.958330517978082	0.086	0.176	0.00384860211979095
tet2	2	1.62478799876785e-07	1.24919373630308	0.159	0.066	0.00385302226027808
zbtb33	2	1.62975403538206e-07	1.07389664426638	0.202	0.098	0.00386479871950501
me3	2	1.65714579250705e-07	-1.07749240573851	0.084	0.172	0.00392975553235122
fgfr1op	2	1.65882772146637e-07	-1.00272463733654	0.082	0.17	0.00393374405868534
znf292b	2	1.66377190102467e-07	1.23218039531346	0.172	0.076	0.00394546868608991
ets2	2	1.73013069919718e-07	-0.827501447637442	0.212	0.333	0.00410283194007619
rpp38	2	1.74243413603092e-07	-0.726751175795244	0.198	0.314	0.00413200831018371
ccdc59	2	1.77976905063869e-07	-0.677824975917882	0.216	0.336	0.0042205443266846
skp2	2	1.78668536390879e-07	-1.27758447856712	0.073	0.155	0.00423694567197331
arcn1b	2	1.78684551533148e-07	-0.755343495814228	0.143	0.251	0.00423732545505706
trit1	2	1.8185593956446e-07	-0.833905573120393	0.145	0.251	0.00431253175083159
tmed1b	2	1.82747769403792e-07	-1.55021243263903	0.036	0.1	0.00433368060364153
mrm3b	2	1.88040168441452e-07	-0.773242791213768	0.154	0.263	0.00445918455442058
epc1b	2	1.88580686607461e-07	1.06525215647947	0.206	0.102	0.00447200240220934
fam173a	2	1.88834970095107e-07	-0.988918837811505	0.095	0.187	0.00447803248083536
aatf	2	1.89520680523405e-07	-0.79627375986911	0.161	0.27	0.00449429341793203
akr1a1b	2	1.92129907078775e-07	-1.08598014098589	0.093	0.183	0.00455616861646607
itgb2	2	1.92393772849682e-07	-0.577418802603865	0.225	0.352	0.00456242592935736
znf292a	2	1.92834533579803e-07	1.06766469055486	0.21	0.106	0.00457287812931145
ubald1b	2	1.93820066526273e-07	1.33431034994103	0.16	0.068	0.00459624905760403
pdgfba	2	1.94937893577494e-07	1.69076232016279	0.136	0.051	0.00462275720829669
mdc1	2	1.95792834051801e-07	-1.09199197543362	0.083	0.17	0.0046430312667044
RF00017	2	1.98672153298568e-07	0.823849790475294	0.431	0.314	0.00471131144332225
hnrnpul1	2	2.02047785020193e-07	-0.566625522529862	0.293	0.422	0.00479136117396887
coq5	2	2.02761426707896e-07	-0.783279500050425	0.148	0.255	0.00480828447295104
add3a	2	2.04466035552704e-07	1.50251067091389	0.137	0.051	0.00484870756709682
atf4a	2	2.07531747530461e-07	0.268915559064935	0.91	0.843	0.00492140786093735
nfyba	2	2.08740756442308e-07	-0.460714281799927	0.427	0.554	0.0049500782982729
iscub	2	2.15737599947583e-07	-1.24373273684033	0.059	0.136	0.00511600144515698
ubn2b	2	2.20597124945678e-07	1.25361511592325	0.156	0.064	0.00523124022096181
sbds	2	2.24351484839898e-07	-0.974979646853631	0.097	0.189	0.00532027111149335
celf3a	2	2.25752105140506e-07	1.31920345755083	0.153	0.062	0.00535348542130197
bop1	2	2.26658105648498e-07	-0.438090542319737	0.451	0.582	0.00537497031734847
mis12	2	2.30487438522101e-07	-0.93134000409977	0.125	0.225	0.00546577911711309
il6st	2	2.32886796212377e-07	1.02112210461783	0.241	0.13	0.00552267748538031
lonp1	2	2.34342919518475e-07	-0.740857932935077	0.21	0.325	0.00555720799346111
CABZ01084963.1	2	2.35380199790677e-07	-1.20435849850619	0.053	0.127	0.00558180605783612
vps26c	2	2.40049218053059e-07	-0.664308419660604	0.183	0.299	0.00569252715691024
phf12a	2	2.48956437365992e-07	1.31920345755083	0.152	0.062	0.00590375295569714
selenot2	2	2.52817513447296e-07	-0.749605700367825	0.153	0.261	0.00599531451388917
smco4	2	2.53697877714791e-07	-0.98822506764142	0.089	0.178	0.00601619147212855
zgc:194207	2	2.54155889518497e-07	-1.04298850755026	0.095	0.185	0.00602705276404163
prpf6	2	2.54478022172223e-07	-0.501178144803017	0.324	0.457	0.00603469181779209
urb1	2	2.56150623796045e-07	0.997275362663465	0.227	0.121	0.0060743558926994
josd2	2	2.57466581409669e-07	-1.12301887105425	0.059	0.136	0.00610556251154888
si:dkey-23a13.22	2	2.58620702308629e-07	-1.83499719159847	0.037	0.1	0.00613293133454683
wsb1	2	2.60102320449893e-07	0.875191782198074	0.299	0.181	0.00616806642714876
tal1	2	2.651042480966e-07	1.07384988777107	0.258	0.146	0.00628668213936276
irf2a	2	2.66822797104948e-07	-0.764927523001765	0.178	0.289	0.00632743581054673
ep300a	2	2.69430556789085e-07	0.957277294731545	0.219	0.113	0.00638927622369637
si:dkey-109a10.2	2	2.71108359984392e-07	-1.25765399353327	0.094	0.181	0.00642906364866986
hexa	2	2.80466002322878e-07	-1.14022816108647	0.048	0.119	0.00665097077908472
ttc14	2	2.81976861405837e-07	1.1016120224782	0.19	0.091	0.00668679929137801
etnk1	2	2.83877896824683e-07	1.24343594993286	0.167	0.074	0.00673188044530053
bckdk	2	2.84634809215407e-07	-0.629681226722319	0.202	0.321	0.00674982986573416
nelfcd	2	2.90848940098487e-07	-1.10706129715127	0.075	0.157	0.00689719176549553
BX511111.1	2	2.91060697229008e-07	-0.668122712414063	0.256	0.376	0.00690221337408871
ncoa6	2	2.91860267525094e-07	1.04618496314441	0.21	0.108	0.00692117438409007
decr1	2	2.9244081194216e-07	-0.634992852836049	0.21	0.329	0.00693494141439639
auh	2	2.96497185558996e-07	-1.00272463733654	0.092	0.181	0.00703113425834602
dcp2	2	2.98953671191833e-07	-0.972667403480356	0.088	0.176	0.00708938735864312
amfra	2	3.00340172994306e-07	1.42790971699333	0.108	0.032	0.00712226686238698
si:ch211-13c6.2	2	3.00845902472489e-07	-0.716011235033231	0.151	0.259	0.0071342597312326
pgk1	2	3.01632846705295e-07	-0.381608617035974	0.67	0.75	0.00715292132676938
nnt	2	3.02786763647797e-07	-0.474640337386554	0.48	0.595	0.00718028531314385
micu2	2	3.03043447224722e-07	-1.01783152972674	0.087	0.174	0.00718637230748706
zgc:100918	2	3.03124664708754e-07	-0.692656697659234	0.185	0.299	0.00718829829890339
pabpc1b	2	3.04106533805923e-07	0.987079595557576	0.229	0.123	0.00721158234267365
myef2	2	3.07199493622375e-07	-0.591061864838348	0.36	0.474	0.00728492879176099
edrf1	2	3.15969223158072e-07	1.28172875213216	0.151	0.062	0.00749289415797052
trpc4apa	2	3.16805742515899e-07	1.18630918705348	0.188	0.091	0.00751273137802202
trappc6bl	2	3.21198224996117e-07	-1.41776213661538	0.042	0.108	0.00761689470755791
uhrf1	2	3.22408823442512e-07	-0.592202619180185	0.246	0.371	0.00764560283911573
sigmar1	2	3.24416468186853e-07	-0.790748831945426	0.136	0.24	0.00769321212658304
irf2bp2a	2	3.34087493093081e-07	1.64935205924316	0.115	0.038	0.00792255081120933
ccdc43	2	3.42125132153538e-07	-0.591093739500941	0.241	0.363	0.008113155383889
pmp22b	2	3.45829431340644e-07	0.597947946473282	0.558	0.433	0.00820099913481202
gnmt	2	3.47132785444118e-07	-1.21422874253025	0.063	0.14	0.00823190687402182
nup43	2	3.47294409034483e-07	-0.587687138057692	0.287	0.408	0.00823573961584374
taf1	2	3.49086323903988e-07	0.928012700226351	0.257	0.147	0.00827823308505917
ap2m1a	2	3.52137652879393e-07	-0.319099500937334	0.535	0.673	0.00835059230038192
hspd1	2	3.547013282365e-07	-0.416574048727359	0.862	0.86	0.00841138729780037
glcci1a	2	3.55701165694971e-07	1.65499420581993	0.125	0.045	0.00843509744329054
zgc:152830	2	3.5862063807324e-07	-0.948276853314159	0.116	0.214	0.00850432981126881
lrrc8aa	2	3.58666890921381e-07	1.36924414005042	0.15	0.062	0.00850542665130964
hmg20b	2	3.6214432456615e-07	-0.853347013298309	0.108	0.202	0.00858789051276169
fermt3b	2	3.63855854009587e-07	0.831780032890301	0.517	0.431	0.00862847772198335
pcca	2	3.75576131376219e-07	-0.682391562004553	0.202	0.316	0.00890641237945566
taf12	2	3.82354469308845e-07	-0.386976011195729	0.408	0.552	0.00906715388518996
elf1	2	3.85483061399161e-07	0.339279234315486	0.845	0.851	0.0091413453180197
atp6v1aa	2	3.92968477720604e-07	-1.02568578577985	0.112	0.21	0.00931885448066641
si:dkeyp-97b10.3	2	3.94668061337486e-07	-0.797742899548907	0.122	0.221	0.00935915840655714
serp1	2	3.96518542295116e-07	-0.439043056702557	0.353	0.48	0.00940304071198637
zmiz1a	2	3.97833453424709e-07	0.646827657827611	0.414	0.291	0.00943422251451355
eloca	2	3.98747501707917e-07	-0.901441301499354	0.108	0.202	0.00945589825550155
xpc	2	4.05551144764197e-07	0.818818727600035	0.386	0.274	0.00961723984693817
LEPROTL1	2	4.22261624789446e-07	-0.565515757059072	0.26	0.388	0.0100135121702569
fam193a	2	4.24993524856006e-07	0.955455186968837	0.232	0.127	0.0100782964484353
epn2	2	4.29846309996981e-07	0.856314440009999	0.27	0.159	0.0101933753952684
mtif3	2	4.3140175744204e-07	-1.30228491919544	0.048	0.117	0.0102302612759805
rnf170	2	4.3344359376116e-07	-0.766657279103011	0.142	0.246	0.0102786813824522
caspa	2	4.35446722174752e-07	-0.79031630457271	0.119	0.216	0.0103261835696521
nab1a	2	4.38378010837362e-07	-0.691998889678594	0.243	0.361	0.0103956961489972
med29	2	4.42426739306695e-07	-0.626161285872328	0.192	0.308	0.010491707695919
nfyc	2	4.43657355952047e-07	-0.700897748505683	0.166	0.274	0.0105208905390468
si:ch1073-322p19.1	2	4.47921800991774e-07	-0.905700182941671	0.112	0.206	0.0106220175887189
si:ch211-149k12.3	2	4.4898600934392e-07	-1.26103663292793	0.044	0.112	0.0106472542255817
gab1	2	4.61480901814513e-07	1.4047791892569	0.139	0.055	0.0109435581056294
sin3ab	2	4.70654247973398e-07	0.986304244842461	0.225	0.121	0.0111610948364412
crcp	2	4.71597017622809e-07	-0.765685440035686	0.182	0.289	0.0111834516759073
ndufaf3	2	4.73494698099071e-07	-0.542244167296525	0.299	0.422	0.0112284532707214
parp8	2	4.7477636463247e-07	0.677250978244841	0.348	0.229	0.0112588467108944
gfi1aa	2	4.89655519611075e-07	2.05867590732761	0.125	0.047	0.011611690992057
zmp:0000001168	2	4.91932860085259e-07	1.27163777429877	0.157	0.068	0.0116656958440618
slc35b3	2	4.97308705762596e-07	-1.41776213661538	0.039	0.102	0.0117931786484542
rab7	2	5.00407911685989e-07	-0.411248829656705	0.497	0.622	0.0118666732177215
zgc:92664	2	5.04795184827765e-07	-0.805124677451375	0.107	0.2	0.0119707130130056
ttf1	2	5.07334296439781e-07	-0.761716537832741	0.195	0.304	0.012030925505773
mdh1ab	2	5.08520876319407e-07	-1.29223125453152	0.047	0.115	0.0120590640610384
ctps1b	2	5.09715314710569e-07	-1.17264963877885	0.058	0.132	0.0120873889730464
praf2	2	5.12325005098723e-07	-1.2614589057367	0.051	0.121	0.0121492751709111
sdf2	2	5.13508447677672e-07	-1.40990001884241	0.042	0.108	0.0121773393282283
trip11	2	5.19673856662235e-07	1.39668221022854	0.133	0.051	0.0123235458368882
zfand1	2	5.20824841725305e-07	-1.39176692808244	0.039	0.102	0.0123508402966739
nudt1	2	5.2580990083877e-07	-1.20066401494844	0.061	0.136	0.0124690559884906
ddx28	2	5.25936907631125e-07	-1.29449076171365	0.054	0.125	0.0124720678275645
ankrd54	2	5.36734562661905e-07	-0.720786273777859	0.144	0.248	0.0127281234189644
BX248082.1	2	5.37745236309623e-07	-0.689197317833575	0.503	0.59	0.0127520905338464
hist1h4l.11	2	5.39630184333706e-07	1.34197476520948	0.241	0.142	0.0127967901912895
cryzl1	2	5.40308408768076e-07	-1.24373273684033	0.051	0.121	0.0128128736055261
vps35l	2	5.40308408768076e-07	-1.24373273684033	0.051	0.121	0.0128128736055261
krt18	2	5.52122169752077e-07	1.75285663499702	0.139	0.055	0.0130930251335008
zgc:112496	2	5.55951118474571e-07	-0.862999873669922	0.117	0.212	0.013183824823506
txndc9	2	5.70071047895128e-07	-0.341565337605006	0.634	0.726	0.0135186648297851
ncalda	2	5.72573200239435e-07	-0.750745420011738	0.134	0.234	0.013578000870478
qkia	2	5.81867853693845e-07	-0.34178588202709	0.752	0.826	0.0137984142824958
bcl7ba	2	6.01297517897132e-07	-0.858989159875086	0.102	0.193	0.0142591693394126
kif20bb	2	6.03285337781084e-07	1.17253380840882	0.201	0.104	0.0143063085001406
gnai1	2	6.06798070049398e-07	-0.511919630439727	0.287	0.416	0.0143896094331514
si:dkey-34m19.3	2	6.12754530975518e-07	-1.20754442922503	0.054	0.125	0.0145308609475534
si:cabz01036022.1	2	6.17889405126017e-07	-0.963196273149898	0.092	0.178	0.0146526293531584
cd9a	2	6.20544563181553e-07	-0.874140431275123	0.111	0.204	0.0147155937712873
mrps15	2	6.30277621834755e-07	-0.580780973405392	0.467	0.575	0.0149464035241894
plk2b	2	6.36129951430651e-07	-0.685119476542609	0.359	0.471	0.0150851856682265
med30	2	6.38710296547491e-07	-1.3246527322239	0.045	0.112	0.0151463759723272
matr3l1.1	2	6.42986412482821e-07	0.746982625721253	0.335	0.219	0.0152477797856176
hax1	2	6.51506510435195e-07	-0.696244941537837	0.172	0.28	0.0154498253884602
si:dkey-170l10.1	2	6.65352846687076e-07	-1.29223125453152	0.038	0.1	0.0157781774063373
hdac10	2	6.65531341815083e-07	-1.0206465453338	0.068	0.146	0.0157824102398029
chac1	2	6.6674554680078e-07	0.379724935442029	0.813	0.718	0.0158112038968337
mtg1	2	6.7643391302471e-07	-1.01815467790614	0.085	0.168	0.016040953813468
maco1b	2	6.88370725783369e-07	1.06336455312124	0.176	0.083	0.0163240233912268
ncbp3	2	7.06593581218342e-07	1.60732884434745	0.107	0.034	0.0167561601850118
polr1e	2	7.1941699570284e-07	-0.555265660365314	0.358	0.471	0.0170602546360971
zgc:77650	2	7.19547209850653e-07	-0.351915686920044	0.202	0.321	0.0170633425343984
sfpq	2	7.2733241455053e-07	0.500650328888358	0.558	0.45	0.0172479608786513
nbas	2	7.33667192211592e-07	1.50362802868825	0.115	0.04	0.0173981837961057
zmat5	2	7.50237700674107e-07	-1.05857787207005	0.07	0.147	0.0177911368337858
slc25a12	2	7.53841301282233e-07	-0.717103546435501	0.184	0.291	0.0178765926186069
kdm5bb	2	7.55323718642863e-07	0.679481725427545	0.416	0.304	0.0179117466638968
selenot1a	2	7.56437992789336e-07	-0.385629515674571	0.511	0.637	0.0179381705610063
ammecr1	2	7.59112182670089e-07	0.528939637224571	0.434	0.31	0.0180015862998385
znf318	2	7.59590412017179e-07	0.603794006751068	0.383	0.261	0.0180129270305754
txn	2	7.6805541568375e-07	-0.940235950540941	0.161	0.265	0.0182136661275244
bmf2	2	7.77693055275138e-07	1.60134668633232	0.123	0.045	0.0184422131127946
trappc5	2	7.89074390328358e-07	-0.652917509873737	0.185	0.295	0.0187121100922467
cbwd	2	7.98580551652207e-07	-1.03749005549721	0.075	0.155	0.0189375392018804
asf1ba	2	7.99159385591068e-07	-1.06354983003258	0.154	0.248	0.0189512656699066
ctdp1	2	8.02854172705779e-07	1.14751799824408	0.165	0.076	0.0190388838515448
cpox	2	8.10585733098627e-07	-0.476655825668948	0.085	0.17	0.0192222300747008
ankfy1	2	8.11856633757801e-07	1.5518642143411	0.12	0.043	0.0192523682129325
prkcsh	2	8.19897693141719e-07	-0.503708745418339	0.365	0.486	0.0194430538951627
si:ch211-235e9.8	2	8.27022309953313e-07	0.419508363346512	0.651	0.554	0.0196120070582329
arih1	2	8.29231144164773e-07	1.31920345755083	0.142	0.059	0.0196643873527234
si:ch73-311h14.2	2	8.39362244819222e-07	-1.3038941720571	0.051	0.119	0.019904636273643
trmt61a	2	8.51893140308193e-07	-0.438966628601943	0.356	0.488	0.0202017939292685
armh3	2	8.54444374020065e-07	1.17110481856169	0.162	0.074	0.0202622938855118
kdm4ab	2	8.62787339362795e-07	1.52899584210764	0.117	0.042	0.0204601389656493
zgc:63882	2	8.70102667952867e-07	-0.494437727354209	0.356	0.482	0.0206336146678343
smarca2	2	8.76591814096996e-07	0.948365762182518	0.207	0.108	0.0207874982794962
rif1	2	8.77049004999203e-07	-0.8872474199166	0.116	0.208	0.0207983401045511
rbm19	2	8.97952075559772e-07	-0.424364871439627	0.477	0.601	0.0212940355198244
zswim5	2	9.03620571931707e-07	0.850433974334193	0.26	0.153	0.0214284582427885
znf207a	2	9.3170765340582e-07	-0.623020211169973	0.211	0.323	0.0220945152928656
papola	2	9.4122996708574e-07	0.465096201346715	0.546	0.435	0.0223203274394712
pfn2	2	9.49105893571422e-07	-0.321099630961904	0.564	0.699	0.0225070971601527
pde4ba	2	9.5226277143574e-07	0.868607698698989	0.666	0.645	0.0225819593618272
